Gene,Half-life
YML008C,30.442053613848895
YJR090C,54.84413091457437
YIL046W,23.545712494950372
YER133W,21.974001737603086
YDR028C,26.95902724415037
YKL193C,50.96664351102639
YMR311C,18.32074623783016
YER054C,71.23914030674254
YGL115W,22.19647613217087
YJL089W,71.34802914385205
YER027C,17.110791631791066
YDR477W,36.491975346667324
YDR422C,33.89606986667755
YGL208W,62.02226072694261
YBL016W,19.972386914874455
YDL159W,17.37558281401136
YDR103W,28.89411278436476
YLR362W,26.314370875573896
YGR040W,39.87250283930928
YGR098C,41.96733008192072
YDR113C,19.898976793673718
YGR113W,25.85858187024944
YGL061C,70.32208822301851
YAL047C,22.92174214372647
YBR109C,28.62808923903509
YOR257W,13.344177691680363
YMR117C,18.71822398556209
YOR373W,35.359749485562425
YNL225C,22.933662471768834
YDR356W,50.50786538967117
YNL188W,14.546756942379691
YKL042W,37.69187959966582
YGL093W,180.12244877354942
YPL255W,44.00851743581269
YER018C,32.15399290853069
YBR211C,34.17617301392998
YDR201W,43.56660516798309
YMR065W,25.481288856952744
YIL144W,37.736052918562706
YOL069W,7.977805923097753
YKR037C,22.81916850837725
YOR142W,28.08965831441045
YGR244C,30.42677614843024
YIL072W,29.77131603169711
YDR285W,50.22572433915782
YNR045W,19.759571428259555
YMR282C,9.202483204966953
YLR067C,24.870123354632376
YER153C,40.83165795428053
YLR203C,35.072600610272644
YMR257C,28.827840561098366
YMR064W,20.593659355542886
YBL080C,39.8124295324041
Q0140,129.76779921315654
YNL137C,38.5857788425166
YCR046C,13.241648206126506
YJL148W,22.3483832523825
YJR063W,30.378080311899303
YNL248C,16.918918876586574
YPR010C,17.344039723438478
YOR341W,46.28125883724809
YOR340C,23.807934967353336
YPR056W,27.0886578294856
YOR116C,27.993277519303888
YNL151C,18.89593422363178
YNR003C,38.48439837001748
YOR207C,28.52802783349061
YKL144C,29.397968669789456
YPR190C,25.742629384184745
YPR186C,174.70811984061487
YGR246C,30.044944373398774
YAL001C,34.12798598844662
YOR110W,25.98774125619546
YGR047C,20.657478663320415
YBR123C,24.729850952846956
YDR362C,24.606820873040633
YOR358W,16.621701762274995
YKL109W,40.34303010108969
YBL021C,17.99810482844152
YGL237C,36.574492860812576
YPL228W,31.060713354942695
YGL130W,14.944550471854521
YML043C,35.13238924062047
YBL014C,14.511903968928697
YJL025W,36.76730193500577
YLR141W,6.582836035226242
YMR270C,40.12443905868533
YBL025W,17.384222633316963
YPL086C,8.518187462295808
YKL058W,113.28096612281979
YOR194C,59.92767622978828
YPR086W,30.847486856361456
YKL028W,28.350464645150225
YKR062W,16.078097084868165
YGR186W,25.494315909527643
YGR005C,9.680581142604794
YER019C-A,25.596390227541285
YJL002C,23.21639677529536
YEL002C,29.820971738664493
YOR103C,55.02919777768248
YDL232W,27.490605033531153
YMR149W,21.620485401328978
YGL022W,19.00195020771603
YOR085W,22.842583877847076
YGL226C-A,39.47134967203098
YML019W,22.221380885953483
YML055W,24.29671068460276
YJR010C-A,22.21867038851663
YIR022W,13.098792166447554
YDL092W,19.87295049126543
YKL122C,12.260829877515198
YPL210C,28.824863630281524
YPL243W,31.188111688302047
YPR088C,21.227874222112018
YML105C,19.286178587744725
YKL154W,32.63653588259722
YDR292C,23.815676617065268
YLR288C,12.358759308541611
YPL194W,49.0105660821504
YPR025C,14.209919326897602
YDL108W,26.76838507427611
YML112W,24.537397856343407
YJL006C,17.14164023756091
YKL139W,61.78502504045672
YML104C,11.57308575423491
YLR314C,28.38622505192228
YJR076C,27.771674434843703
YDL225W,19.409758739590583
YCR002C,26.118999195749165
YDR218C,34.138844761111834
YHR107C,22.803764612518805
YGR059W,58.19184011402765
YFL039C,39.9950275539593
YLL050C,100.92567654388938
YHR179W,22.035287180092684
YIL138C,23.31046281395095
YNL079C,24.61114312918066
YOR122C,27.27085210251055
YKL007W,25.68180802930789
YNL138W,37.51489766403471
YDL178W,18.251530516372874
YDR129C,59.629480464408495
YLR429W,26.080300740622235
YIL034C,22.308432042018694
YBR234C,37.12663390419212
YDR388W,38.20818372501855
YCL040W,43.6272196652238
YCR088W,43.16936657210755
YMR092C,155.5289936536553
YBL007C,25.323536645754746
YNL243W,36.523977382297595
YIR006C,22.580882340252323
YGR080W,24.866915620709584
YBR200W,26.443160804623126
YOR181W,18.097361706204143
YDL029W,40.30149779329092
YAL029C,26.689455909584456
YOR326W,29.327592573915894
YMR109W,52.6632633419766
YBR172C,52.89656238302996
YHR023W,29.015511673723132
YKL129C,23.100247038453627
YKL079W,14.97956620141762
YFL037W,42.90319203977285
YML085C,29.22409725591214
YML124C,26.500320701462
YLR212C,20.467545387666295
YOR265W,20.370577677497305
YJL042W,27.86735793378371
YOR272W,10.639878919733237
YPL241C,55.188506539240834
YOR058C,14.778567709912451
YMR138W,12.337743956379706
YBL078C,121.40201855353112
YLR175W,18.488572979359137
YNL126W,43.64636438404864
YBL034C,33.367837425867116
YLR045C,22.988192260767086
YCL029C,20.121271608575793
YEL061C,66.09067111750421
YHR156C,84.92340721068506
YGL005C,61.015658041271045
YGL216W,18.956825131559047
YPL155C,31.174822718283373
YPR141C,8.977535209773482
YMR198W,21.771713607297787
YDR424C,107.14412843287977
YDR488C,33.581724118924974
YKR054C,31.363140289034114
YPL174C,95.10518833715633
YMR294W,157.21166038212294
YHR129C,41.45661055784826
YJR045C,57.579984819786354
YKL019W,23.803494470593186
YFL018C,25.415414233995094
YDR176W,42.601478325222466
YGR252W,64.36645886876885
YOL148C,29.369061670548458
YPL254W,8.53393514728116
YHR099W,29.125762237401176
YLR055C,19.637531007870432
YBR081C,42.356619994512165
YDR392W,15.119495117791997
YMR236W,24.204554773892315
YDR145W,18.71996895342923
YDR167W,17.960172578282442
YBR198C,47.609645194570696
YGL112C,14.375088507949053
YOR244W,17.038743069074105
YOL004W,75.39017586206019
YLR170C,22.957546733199504
YPR029C,26.6210956557325
YPL259C,24.010216291514215
YKL135C,33.282588234962496
YJR058C,25.852556775569397
YJR005W,30.32035282713777
YOL062C,16.66516152039335
YBL037W,127.59022812140596
YPL195W,18.908006013234843
YGR261C,14.508037681928334
YBR288C,16.96785453415041
YJL024C,41.86926682961133
YHL019C,147.27122801862666
YDL192W,18.14082301616624
YPL010W,20.911258231508654
YFR051C,24.8655112752725
YDR238C,46.10091396529614
YGL137W,60.82350095103305
YDL145C,40.716866016194615
YIL076W,18.730393828234284
YNL287W,50.217761160075014
YPL218W,19.315234890565588
YGL200C,21.5579400971306
YML012W,24.853576174703317
YPL085W,56.526971338382964
YPR181C,27.792546082523433
YDL195W,53.20905647595468
YIL109C,27.61773639294408
YLR208W,19.917500013845462
YJL154C,28.37865861068416
YHR012W,23.278412867731785
YJL053W,27.05301383239895
YOR069W,67.21582058178886
YOR132W,65.97831202928658
YDR170C,30.418028592705316
YMR183C,19.555685319351948
YDR468C,27.185271013719895
YPL232W,21.50231570533565
YOR075W,158.71062345566742
YLR026C,18.06877835569397
YDR498C,17.593217550210994
YOR036W,84.83281252563495
YOR106W,8.289602629482072
YGL212W,9.933377885913764
YLR268W,27.618912357221674
YLR078C,30.851188728815025
YOR327C,38.10479134532674
YHL031C,23.94255940127439
YAL030W,50.618809658098336
YIL004C,26.69187433306823
YMR197C,33.49733765240373
YLR093C,19.80097690573008
YJR060W,19.13412311152292
YDR328C,30.34825948304326
YJR089W,23.47154525382856
YJL054W,32.6722836374438
YBR091C,12.682432059114614
YHR005C-A,20.026408329404124
YJL143W,27.064468629993343
YNR017W,18.00215437916295
YIL022W,31.99024384546688
YJL041W,318.8678701245813
YMR089C,21.959819593144754
YER017C,29.326936568209554
YBL022C,27.3787522861392
YPR024W,22.13761655816297
YGR253C,21.30373358231223
YOL038W,20.173937077986466
YGL011C,21.489852203715145
YGR135W,26.31609798086501
YBL041W,22.990035962960608
YER012W,17.913163976598202
YPR103W,36.039646730248
YJL001W,30.59408458289235
YFR050C,24.927095301107098
YMR314W,21.73735405524665
YOR362C,18.564056978636525
YOR157C,22.57695188577519
YML092C,20.44055260986209
YBR173C,21.052782826453335
YER094C,148.78969657989026
YOR261C,29.83998900560447
YFR052W,32.85131756605893
YDL097C,20.757078108789624
YDL147W,33.73517319350493
YDR427W,36.98744046435795
YER021W,30.597750362513292
YKL145W,20.264679099226107
YPR108W,24.138821220375934
YOR259C,24.299880052143468
YGR232W,24.42547284459165
YDL007W,18.740027773285124
YOR117W,30.531035858045787
YGL048C,29.804552157057916
YIL075C,114.09971522989899
YHR200W,22.559736888591473
YDR394W,25.38013641026907
YHR027C,38.65226315017265
YFR004W,19.78859298142848
YPR034W,45.07566781127365
YML065W,30.67795279778157
YLL004W,13.008194335293961
YNL261W,17.897591026107296
YPR162C,22.77541593315037
YHR118C,55.211101093823984
YBR060C,14.195009359029894
YEL032W,22.001819972474646
YLR103C,36.197779275837185
YGL201C,48.13007003298415
YPR019W,27.10222613436572
YLR274W,34.04385063032167
YBR202W,16.374311982667976
YBL023C,19.599008338652265
YNL262W,52.67338175131996
YBR278W,13.729354326189886
YPR175W,12.724698353436906
YJR043C,39.279991057747466
YJR006W,16.74745421062875
YDL102W,41.99256976863106
YBR088C,30.587050483013627
YPL167C,85.8449298606632
YIL139C,238.23491769300495
YKL113C,14.311972697744853
YMR234W,18.642836939429603
YNL088W,43.46067865959065
YOL006C,34.82778904588948
YJL173C,19.874414458949932
YAR007C,32.35299285400135
YNL312W,33.5282210217152
YBR087W,20.968437579708304
YJR068W,27.148068280554998
YOL094C,16.057672302394536
YNL290W,15.352714089516986
YOR217W,24.846959219209293
YHR164C,29.610554859400438
YER176W,27.57276170582789
YDL164C,31.954534261086053
YNL102W,36.099749126937816
YIR008C,10.95326069088099
YKL045W,16.975267111728286
YBL035C,14.1552331695362
YCR014C,32.54664499784771
YOR330C,25.91379202323897
YOL123W,36.88022849012156
YOR250C,19.24537389477253
YMR061W,160.1285779524409
YGL044C,24.27300368705229
YDR228C,32.94827311870262
YDR301W,55.646972429057975
YLR115W,15.855598224943705
YLR277C,34.6763746014328
YAL043C,46.14256215279789
YJR093C,63.142168475864786
YDL111C,27.122821129865564
YGR195W,22.64064753585997
YDR280W,5.1280013579122805
YHR069C,14.395580338247052
YOL021C,21.89778759057958
YCR035C,34.719151578096096
YBL018C,45.288057432688625
YAL033W,17.103276261253324
YGR030C,17.63737199945616
YBR167C,137.01782060502288
YHR062C,16.146143697297763
YBR257W,7.790567964221442
YNL282W,28.794493717642194
YLR197W,14.749941159265367
YOR310C,16.42780571327674
YDL014W,14.422186051946136
YIR015W,35.954206230425505
YDL069C,40.36427964655053
YDR197W,15.011871812086838
YGL120C,22.93479044889608
YNR011C,18.82507706571344
YPL178W,51.135711661992616
YBR142W,30.045986720754897
YOR148C,50.790873277738044
YLR147C,14.918021275699447
YGR075C,52.36635824900083
YMR125W,23.441595625306274
YER112W,22.85677756546235
YOR159C,25.50149330630314
YGR074W,15.435405825227559
YER172C,45.00713480743995
YLR298C,16.68637481489144
YDR243C,27.716044739939097
YER013W,39.91644776352197
YPR057W,26.92020492210833
YHR165C,48.59643609857263
YBL074C,30.189854962682986
YBR055C,31.108119407572985
YML046W,13.413708171932196
YGR091W,39.81107137390728
YKR086W,25.375283088488544
YKL012W,20.978259810600203
YDR364C,95.24742943989469
YMR268C,100.98301103931618
YBR152W,158.83794741927113
YKL074C,81.68060936190294
YKL078W,69.18100797515558
YPR178W,29.101194186216333
YGR006W,17.384184600457512
YIL061C,4.298769262581352
YBR237W,21.594096229686052
YPR101W,52.811278501816815
YLL036C,30.506025518373047
YJL203W,20.649243673649803
YDL030W,45.36649822337039
YDL043C,54.77367948330827
YHL034C,14.856983323601506
YHR089C,18.54258754054599
YDR432W,38.19203501901281
YGR159C,31.489541202848155
YLL008W,11.621694187065799
YOR048C,15.997960187320766
YCR018C,122.03771693765496
YMR239C,7.096904429053726
YHR065C,49.2459219906711
YLR223C,36.21238886816346
YDR478W,17.655381241609277
YMR302C,33.77978358704271
YNL221C,26.20867971069727
YNR052C,22.790617547064027
YAR008W,15.180218181037603
YLR375W,16.012882292207482
YKL205W,21.73707001352771
YDL048C,23.233385854548914
YMR059W,18.329278258296615
YDR463W,45.68494775982563
YPL083C,24.43540928931995
YOL102C,19.087191716986105
YLR105C,15.515434218179136
YJL087C,18.022024417270103
YHR006W,57.92742295046514
YMR287C,39.53418092747035
YPL029W,16.841970029793615
YBR120C,29.507655743242612
YGR222W,50.403250196540775
YMR023C,16.537303107603762
YER165W,23.031021995345757
YDR054C,24.13998906826555
YDL132W,153.6916301393355
YJR086W,22.75999259807101
YHR005C,19.694467441401716
YOR212W,22.334108953227645
YHR172W,26.9912349158951
YMR260C,15.976495149399884
YEL034W,16.757706771111696
YJR047C,19.79005584579912
YPL237W,19.32237991398807
YJR007W,17.55739591731628
YER025W,15.455219224562029
YOR260W,23.64176298899844
YGR083C,18.587066238160226
YDR211W,22.609997926729875
YLR291C,47.79532674496817
YKR026C,10.659450697289246
YNL244C,21.2290972447526
YDR429C,19.086950026439286
YMR146C,18.472469793284098
YMR309C,20.199181645259504
YNL062C,23.10036030057064
YBR079C,36.49846598466087
YOR361C,36.51981036652327
YKR059W,22.98277588781669
YJL138C,28.98099073494075
YPR163C,11.255238136966495
YOL139C,18.750363276565796
YOR276W,15.61088244452605
YGL049C,16.16244095065312
YGR162W,18.193083120024447
YPR041W,34.62768144430617
YBR118W,77.69546727761697
YPR080W,48.71532509673653
YAL003W,22.344599896066523
YKL081W,16.90353413241765
YPL048W,29.104522905964018
YKR084C,19.309562991579856
YDR385W,31.337105314592822
YOR133W,31.75052823003121
YLR249W,36.677491731627356
YBR143C,19.69268437061634
YDR172W,26.522057036921748
YPL220W,20.518581753930267
YGL135W,18.91417241733613
YDR418W,20.438800834666633
YLR029C,16.24841216615454
YGR148C,23.796786001045586
YGL147C,19.022559551301867
YGL031C,22.02782081107232
YDL184C,32.24790201641113
YLR340W,21.394765651757584
YMR242C,14.169707489688685
YOR063W,12.674633956805975
YKR094C,28.262444020821235
YGR085C,17.436843416859734
YEL054C,23.676005165454914
YMR121C,17.184286671398127
YLL045C,19.99669271769527
YLR325C,18.7005670416774
YDR382W,18.992382827936563
YDR471W,19.791517343327474
YPR102C,15.828697937310082
YHL033C,19.1744699930524
YKL180W,18.24677397680034
YFR031C-A,20.94997357400304
YPL131W,14.869597367093304
YOL039W,16.46332287737231
YKL006W,18.702389535268953
YGL030W,26.885213834521576
YIL018W,20.337296890996413
YHL001W,19.94339786413826
YJL177W,21.995109703765475
YLR061W,44.423542605924474
YDL081C,20.636237319583945
YOL120C,24.94078174174665
YBL027W,24.178303574334375
YOL127W,36.304853273309526
YBR191W,20.5564222179496
YBR031W,12.152114371306114
YNL067W,18.045849689835304
YNL301C,23.536339072015053
YHR010W,24.248079282848988
YLR448W,29.20807768834821
YLR185W,27.552764735210115
YER117W,23.527291669014986
YGR034W,24.65716579150211
YIL133C,18.03279501108883
YML073C,24.666044967873404
YBR084C-A,21.247273704512853
YOR312C,19.03502219132424
YDR012W,11.339867343217916
YDL191W,36.60880042568354
YNL069C,21.452532653391987
YPL198W,26.616139045212236
YIL052C,30.912962574338056
YPL143W,28.776985945701938
YNL162W,25.528835064785465
YDL082W,20.671459125292888
YIL148W,31.14717448784484
YBL087C,23.3092739393413
YOR234C,25.129066609384406
YLR344W,25.004469070999424
YDL136W,30.046711710968637
YPL079W,24.48096857225235
YER056C-A,33.106142113713574
YHR141C,24.841101827970892
YPR043W,40.47838697082091
YMR142C,25.91399135340251
YDL075W,28.457561148660375
YGL103W,37.92920229251914
YJL189W,33.29166011445478
YMR194W,51.990341323796606
YBL092W,49.03646288158083
YJR094W-A,33.96455472097954
YFL034C-A,25.325907846091685
YDR500C,25.756583342018196
YLR406C,40.40080272740891
YER102W,20.697044462238942
YLR167W,19.735802628160062
YJR123W,18.162760964085397
YHL015W,20.57474344330735
YBL072C,20.038472859181763
YGL189C,30.27210812821602
YGL123W,19.19838132168005
YER131W,26.24559113582613
YGR027C,20.15239352734619
YNL178W,12.386868601391768
YLR333C,20.365506850127044
YOL040C,24.603179802899877
YMR116C,22.411745653598203
YJL190C,20.048623180860158
YGR118W,26.10014060670565
YJR145C,29.70292804593214
YHR203C,25.830083143285986
YGR214W,23.981284780370896
YOR096W,30.94862523984182
YBR181C,22.897666811105793
YNL096C,17.116032938465015
YLR048W,18.81324252824149
YML063W,20.594938437360426
YDR447C,31.301999010131663
YLR264W,22.659233549388585
YIL069C,20.752575108030268
YLR367W,20.881237721206695
YLR388W,18.826883587862056
YPR132W,23.42304814700487
YDR025W,25.651183204761164
YER074W,19.378556106777282
YOL121C,27.37227575652551
YOR167C,17.813581043347995
YBR189W,18.54754560145274
YCR031C,27.884461240963933
YOR293W,25.976349712962588
YHR021C,21.179433046729457
YDL061C,19.063325942449428
YKR057W,32.57233132644013
YOR369C,27.284528048201608
YDR450W,35.22441136149056
YOR182C,38.396600484393275
YML024W,32.9503628071837
YBR048W,25.038371523682105
YMR143W,27.953398714227266
YJL191W,30.972378282935164
YDL083C,26.156071530254483
YPL081W,19.42704979697773
YML026C,27.86067999286547
YPL090C,20.606424244863778
YJL136C,43.75615325736654
YKL156W,21.3218436000866
YDR064W,31.934471610109743
YMR230W,28.57992842898628
YLR287C-A,38.4135942163747
YNL302C,22.75015871208579
YLR075W,19.84796271811979
YGL023C,58.68145749852133
YKL138C,18.207621945838575
YMR225C,24.56303589839
YOR150W,56.936849343120315
YKR085C,17.43860419245806
YMR286W,30.754795158604637
YBR122C,28.38056177013821
YPL173W,23.47637919484175
YGR220C,25.718228449157632
YKL167C,22.8660231920413
YMR193W,29.613203326196473
YBR268W,21.206992280736273
YLR312W-A,35.728283639455725
YNL185C,44.4879888377092
YJL096W,24.49305627131801
YKR006C,49.223302410290295
YNL005C,26.867968734216007
YMR024W,19.943327551608125
YCR003W,33.524733776167466
YDR237W,26.75826966799836
YBR282W,29.72612965221862
YBL038W,33.05655358872256
YNL252C,35.681215218753735
YJL063C,17.948999097172017
YDR462W,32.5409077244901
YKL170W,15.261057714880732
YDL202W,35.32261857639136
YDR405W,29.60541043331136
YGR076C,16.58295600194599
YDR322W,19.96024784597377
YLR439W,44.45324184772763
YNL284C,26.155631740221597
YKL142W,104.40473648552997
YDL045W-A,41.98990736343327
YKL003C,43.313943375119
YPR166C,126.49712624985779
YNL306W,18.137703385929974
YOR158W,38.0897507953195
YGR084C,30.94191403316963
YDR347W,26.033333789586976
YBR146W,26.382987036041396
YFR049W,217.60318071797755
YDR337W,44.539313608513204
YHL004W,17.256065144540923
YBR251W,14.01657145839505
YHR075C,41.85715917971823
YPR110C,18.872415340496175
YNL113W,11.429042301887838
YBR154C,16.03885063887771
YPR187W,17.93685307182558
YOR224C,20.95670163698487
YHR143W-A,12.293582182548553
YOR210W,43.4660226471859
YER171W,35.18668731617328
YDR460W,22.530222970077457
YLR005W,64.07660292623333
YDR311W,54.33056523010236
YIL143C,88.42280800790184
YML095C,38.81743418530866
YMR201C,62.119167438851434
YPL022W,15.948538122727449
YEL037C,20.845916269630166
YER162C,25.896572763185983
YGR258C,31.699443077372678
YBR114W,21.748018564811936
YJR052W,206.2967652245088
YDR004W,20.427744407633593
YML032C,36.9157914329403
YGL163C,37.45725630585943
YDR076W,31.660859997848924
YER095W,55.22590499413818
YMR284W,33.45463455926531
YMR106C,61.32394259350468
YGL090W,16.889554847418907
YOR005C,31.760533980075603
