Protein,Degree,ClusteringCoefficient
NOP14,4,0.5
NSA2,2,0.0
OASL,2,0.0
OSBPL8,3,0.3333333333333333
PHF3,2,0.0
PREP,2,0.0
PRRC2C,2,0.0
PUM1,2,0.0
RBM6,3,0.3333333333333333
RNPEP,2,0.0
RRP1,2,0.0
SKIV2L,4,0.3333333333333333
SMCHD1,4,0.5
SON,7,0.3333333333333333
SURF6,2,0.0
TEX10,5,0.4
THOC2,4,0.5
TPP2,2,0.0
TTF1,7,0.38095238095238093
URB2,2,0.0
UTP15,2,0.0
UTP20,4,0.5
WDR3,5,0.2
WDR46,2,0.0
WDR6,4,0.3333333333333333
ZCCHC3,2,0.0
ZCCHC6,2,0.0
ZNF512,3,0.0
SIT1,5,0.5
SIT4,3,0.0
PXMP2,2,1.0
SIX5,1,0.0
SIX6,3,0.3333333333333333
SIZ1,2,0.0
LINC00521,1,0.0
FBXL4,2,1.0
CDC14B,2,0.0
SKY1,1,0.0
SLAMF6,3,0.0
SLBP,3,0.0
SLC10A2,1,0.0
SLC12A3,3,0.6666666666666666
SLC22A1,1,0.0
SLC22A6,1,0.0
SLC24A1,3,0.0
CNGA1,1,0.0
SLC25A36,2,0.0
SLC26A3,1,0.0
SLC27A6,6,0.26666666666666666
TNFRSF10C,4,0.0
ACOX1,2,1.0
SLC2A4RG,3,0.0
SLC30A3,1,0.0
SLC31A1,2,0.0
SLC31A2,3,0.0
RAMP2,1,0.0
SLC38A3,2,0.0
SLC7A5,2,1.0
SLC7A7,1,0.0
Slc7a7,1,0.0
SLC40A1,1,0.0
CA4,1,0.0
SLC4A3,2,0.0
SLC5A5,2,0.0
SLC6A1,1,0.0
Tgfb1i1,2,0.0
SLC6A4,3,0.3333333333333333
SLC6A5,1,0.0
SLC6A9,2,0.0
SLC7A8,3,0.3333333333333333
BAAT,1,0.0
SLC8A1,1,0.0
TBC1D10A,2,1.0
Trpc4,1,0.0
Trpc5,1,0.0
GPC1,3,0.0
SLPI,2,0.0
SLU7,5,0.4
PPIL3,2,1.0
SLX1B,39,0.09851551956815115
LOC344382,2,0.0
TIMM17B,2,0.0
TSPYL1,3,0.3333333333333333
Arhgef1,3,1.0
Arl4d,3,1.0
C13orf15,2,1.0
Cdc40,2,1.0
Irak2,2,1.0
Lhx9,2,1.0
Ppp2r2d,3,1.0
Rab34,3,1.0
Rgs3,2,1.0
Smad2,5,0.9
Smad3,7,0.42857142857142855
Trim35,4,1.0
Wwp2,4,0.8333333333333334
Clasrp,1,0.0
Gsc,1,0.0
Wee1,2,1.0
Zfp128,3,0.6666666666666666
Apbb2,2,1.0
Arfrp1,1,0.0
Arhgef11,2,1.0
Arl5b,1,0.0
DLX1,1,0.0
Eif2ak4,2,1.0
Hdgf,1,0.0
Itk,2,1.0
Nek6,3,0.6666666666666666
Ocln,3,1.0
Pbk,1,0.0
Rab13,3,0.6666666666666666
Rab2b,1,0.0
Rac2,1,0.0
Rhog,1,0.0
Ripk2,2,1.0
Rnf138,3,1.0
Rnf14,3,0.6666666666666666
Rtdr1,1,0.0
Smad1,2,0.0
Tssk3,2,1.0
Ubb,3,1.0
Actl6a,1,0.0
Actl6b,1,0.0
NEUROG2,1,0.0
RBAK,2,0.0
ZNF324,2,0.0
ZNF460,3,0.3333333333333333
ZNF566,3,0.3333333333333333
ZNF649,1,0.0
ZNF689,1,0.0
ZNF829,1,0.0
UL114,1,0.0
UL44,1,0.0
SMC5,6,0.3333333333333333
SMCP,2,1.0
DUS2L,3,0.6666666666666666
GEMIN8,2,1.0
NKIRAS2,3,0.6666666666666666
SULT1A3,3,0.6666666666666666
Arhgap15,2,1.0
Ash2l,2,1.0
Aven,1,0.0
Cdkl1,2,1.0
Csnk2a2,2,1.0
Cul5,2,1.0
Cxxc1,1,0.0
Elp3,1,0.0
Etv6,1,0.0
Fbxo24,2,1.0
Gar1,2,1.0
Gng11,1,0.0
Hdgfrp3,2,1.0
Ing2,2,1.0
Inpp5b,1,0.0
Lonrf3,1,0.0
Osbpl3,1,0.0
Pak1ip1,1,0.0
Ppp1cb,1,0.0
Pwp1,1,0.0
Rapsn,1,0.0
Rgl3,1,0.0
Rhpn2,2,1.0
Rit1,1,0.0
Rlim,1,0.0
Rnf141,1,0.0
Rrp9,1,0.0
Rtkn,2,1.0
Sf3a1,35,0.08235294117647059
Srsf4,2,1.0
Srsf5,1,0.0
Strap,1,0.0
Tbl2,1,0.0
Tssk5,2,1.0
Ubtf,1,0.0
Zbtb8b,1,0.0
smad1-b,2,1.0
Epha1,1,0.0
Gng2,1,0.0
Irf3,1,0.0
Irf8,1,0.0
Ppid,1,0.0
Rab14,1,0.0
Rab22a,1,0.0
Smap1,1,0.0
Ube2g1,1,0.0
TTC25,2,1.0
SCGN,1,0.0
SNTG1,3,0.3333333333333333
STX2,12,0.30303030303030304
STX3,11,0.21818181818181817
PRRT2,1,0.0
SNAPC2,2,1.0
ABZ2,1,0.0
AIM46,1,0.0
ALB1,1,0.0
APE2,1,0.0
ARO1,1,0.0
ATG15,1,0.0
Actr1b,1,0.0
Agap2,1,0.0
Ank2,1,0.0
Ap2m1,1,0.0
Atp5c1,1,0.0
Atp5f1,1,0.0
Atp5h,1,0.0
Atp6v0a1,1,0.0
Atp6v0d1,1,0.0
Atp6v1a,1,0.0
Atp6v1b2,1,0.0
Bcas1,1,0.0
Brsk1,1,0.0
CRH1,1,0.0
Camk2a,1,0.0
Camk2b,1,0.0
Camk2d,1,0.0
Capza2,1,0.0
Caskin1,1,0.0
Cd47,1,0.0
Cdc42ep2,1,0.0
Chchd3,1,0.0
Cltc,1,0.0
Cnp,1,0.0
Cntn1,1,0.0
Cox5a,1,0.0
Cox5b,1,0.0
Cox6a1,1,0.0
Cox6b1,1,0.0
Cox6c,1,0.0
Cox7a2,1,0.0
Cox7a2l,1,0.0
Csnk1a1,2,0.0
Ctnna2,1,0.0
Cyc1,1,0.0
DPP1,1,0.0
Dynll2,1,0.0
EMC4,1,0.0
Epb4.1l2,1,0.0
Epb4.1l3,1,0.0
FUN26,1,0.0
GIP2,1,0.0
GLO4,1,0.0
GTO1,1,0.0
GTT1,1,0.0
Gnao1,1,0.0
Gnb1,1,0.0
Gnb2,2,0.0
Gyk,1,0.0
HBS1,1,0.0
HSP30,1,0.0
Hist2h2ab,1,0.0
Hk1,1,0.0
Hnrnpa2b1,1,0.0
Hspa5,2,0.0
Hspa9,1,0.0
INO4,1,0.0
Icam5,1,0.0
Immt,1,0.0
Ina,1,0.0
Kcnab1,1,0.0
Kcnab2,1,0.0
Lactb,1,0.0
Lsamp,1,0.0
MAD1,1,0.0
MAL31,1,0.0
MEI4,1,0.0
MET17,1,0.0
MET32,1,0.0
MSB3,1,0.0
MTC2,1,0.0
MTC3,1,0.0
Map1lc3a,1,0.0
Mark1,1,0.0
Mark2,1,0.0
Mgst3,1,0.0
Mtap1a,1,0.0
Mtap1b,1,0.0
Mtap2,1,0.0
Mtap4,1,0.0
Mtap6,1,0.0
Mtap7d1,1,0.0
Mtch2,1,0.0
Myl12b,1,0.0
Myo5a,1,0.0
NAT3,1,0.0
NBP2,1,0.0
NIT2,2,1.0
NPP1,1,0.0
NUP53,1,0.0
Ndufa10,1,0.0
Ndufa11,1,0.0
Ndufa12,1,0.0
Ndufa13,2,0.0
Ndufa2,1,0.0
Ndufa5,1,0.0
Ndufa6,1,0.0
Ndufa8,1,0.0
Ndufa9,1,0.0
Ndufb10,1,0.0
Ndufb11,1,0.0
Ndufb3,1,0.0
Ndufb4,1,0.0
Ndufb5,1,0.0
Ndufb6,1,0.0
Ndufb7,1,0.0
Ndufb8,1,0.0
Ndufb9,1,0.0
Ndufc2,1,0.0
Ndufs1,1,0.0
Ndufs2,1,0.0
Ndufs4,1,0.0
Ndufs5,1,0.0
Ndufs7,1,0.0
Ndufs8,1,0.0
Ndufv1,1,0.0
Ndufv2,1,0.0
Nefl,1,0.0
Ntm,1,0.0
OPI3,1,0.0
Opcml,1,0.0
PCA1,1,0.0
PEX8,1,0.0
PHO13,1,0.0
POX1,1,0.0
PSY3,1,0.0
Phb,1,0.0
Phb2,1,0.0
Poldip3,1,0.0
Ppp1ca,3,0.0
RNY1,1,0.0
RPL41A,1,0.0
Rps10,1,0.0
Rps7,1,0.0
SAP4,1,0.0
STF1,1,0.0
SUV3,1,0.0
SWR1,1,0.0
Samm50,1,0.0
Slc1a2,1,0.0
Slc1a3,1,0.0
Slc25a1,1,0.0
Slc25a11,1,0.0
Slc25a12,1,0.0
Slc25a13,1,0.0
Slc25a22,1,0.0
Slc25a3,1,0.0
Spna2,1,0.0
Srcin1,1,0.0
Stx1a,1,0.0
Stxbp1,1,0.0
Syp,1,0.0
Syt2,1,0.0
THI7,1,0.0
THR1,1,0.0
TLG2,2,1.0
TNA1,1,0.0
TSL1,1,0.0
Tfam,1,0.0
Thy1,1,0.0
Tmod2,1,0.0
Tomm22,1,0.0
Tomm40,1,0.0
Tppp,1,0.0
Trim3,2,0.0
Tuba4a,1,0.0
Tubb3,1,0.0
Tubb4a,1,0.0
Tubb6,1,0.0
UBC8,1,0.0
Uqcr10,1,0.0
Uqcrb,1,0.0
Uqcrc1,1,0.0
Uqcrc2,1,0.0
Uqcrfs1,1,0.0
Uqcrq,1,0.0
Usmg5,1,0.0
VPS24,1,0.0
VPS60,1,0.0
Vapa,1,0.0
Vapb,1,0.0
Vdac2,1,0.0
Vdac3,1,0.0
WAR1,1,0.0
YAT1,1,0.0
YBR013C,1,0.0
YBR284W,1,0.0
YCL042W,1,0.0
YCR050C,1,0.0
YCR051W,1,0.0
YDL118W,1,0.0
YFR035C,1,0.0
YGL262W,1,0.0
YGR130C,1,0.0
YGR201C,1,0.0
YJL118W,1,0.0
YJR154W,1,0.0
YKL100C,1,0.0
YKR023W,1,0.0
YMR226C,1,0.0
Ywhag,1,0.0
Ywhaz,1,0.0
RGP1,2,1.0
RIC1,1,0.0
YPT6,1,0.0
VPS20,2,1.0
VPS36,9,0.5714285714285714
STXBP3,6,0.6666666666666666
SNUPN,14,0.1978021978021978
SNURF,2,0.0
ABCF2,2,1.0
SNX13,2,1.0
SNX18,2,1.0
SNX3,4,0.6666666666666666
SNX33,3,0.0
CLEC7A,3,0.3333333333333333
SOCS6,12,0.22727272727272727
TUBD1,2,1.0
SORD,3,0.0
SOSTDC1,3,0.0
SOX13,2,0.0
SOX5,1,0.0
SOX30,3,0.0
SCXA,1,0.0
CNTLN,2,1.0
FEZF1,1,0.0
FKBP15,2,1.0
GBP1,1,0.0
LUZP1,3,0.3333333333333333
MYL3,3,0.6666666666666666
ODF2,3,0.3333333333333333
POTEE,4,0.6666666666666666
TNFRSF11A,9,0.2777777777777778
NAP1L2,2,0.0
ZNF193,2,0.0
Nkx3-1,1,0.0
STK19,6,0.3333333333333333
SPAG4,1,0.0
SSNA1,2,1.0
SPEF1,2,0.0
SPF1,1,0.0
SPHK2,1,0.0
SPINK7,8,0.0
MT1G,1,0.0
MT1H,1,0.0
SPOCK3,3,0.0
TESK1,7,0.0
SPRED2,2,0.0
SPRED3,1,0.0
C20orf43,2,1.0
SPRY3,1,0.0
SPT2,1,0.0
ASPH,2,1.0
Chrna7,1,0.0
EMILIN3,1,0.0
Ntrk1,2,1.0
Shank1,2,0.0
TADA2B,3,0.6666666666666666
TWIST2,3,0.0
ABLIM2,1,0.0
SLC4A4,1,0.0
NFATC2IP,3,0.3333333333333333
SRPK3,2,0.0
SRSF8,2,0.0
TARBP1,3,0.3333333333333333
Gata2,1,0.0
Mkl1,1,0.0
Mkl2,1,0.0
Myocd,1,0.0
Ssrp1,1,0.0
MYO1G,3,0.6666666666666666
SRP19,5,0.4
NPL3,1,0.0
PRM1,1,0.0
SRR,4,1.0
CRYBB3,1,0.0
OGFR,3,1.0
OLIG2,1,0.0
CALR3,1,0.0
CECR1,1,0.0
PRP8,1,0.0
SNU114,1,0.0
Safb,5,0.2
Xpo4,1,0.0
SSA1,1,0.0
ANKRD5,2,1.0
SSE1,2,0.0
Cfl1,2,0.0
SSPO,2,0.0
ATXN7L1,1,0.0
SSR2,2,1.0
SRPR,2,1.0
Mpdz,1,0.0
SST,1,0.0
SSX1,2,0.0
SSX2,2,0.0
ST14,2,1.0
SPINT1,2,1.0
ST3GAL3,4,0.0
ST6GAL1,3,0.0
ST7,7,0.14285714285714285
ST8SIA2,1,0.0
STAG3,2,1.0
HMX3,2,0.0
USP49,33,0.005681818181818182
STAP1,6,0.26666666666666666
STAP2,2,0.0
STARD13,10,0.06666666666666667
BPIFB3,1,0.0
EIF1AD,2,1.0
ZNF407,4,0.3333333333333333
Pabpc1,1,0.0
Rplp0,1,0.0
STEAP3,3,0.6666666666666666
STK11IP,5,0.3
STK17B,2,0.0
PRAME,2,1.0
SLC29A1,2,1.0
FREM1,1,0.0
OTOF,1,0.0
RASSF4,1,0.0
STMN3,3,0.6666666666666666
STMN4,3,0.0
STOML1,3,0.3333333333333333
STON2,7,0.38095238095238093
SYT2,3,0.6666666666666666
CLDN12,2,0.0
UBE2Q1,5,0.2
clint1-a,2,1.0
SLC38A2,2,0.0
STX16,3,0.3333333333333333
STX17,3,0.6666666666666666
ATP6V1B1,1,0.0
CPLX2,1,0.0
Sep1,2,0.0
Snap23,4,0.0
Snap25,4,0.0
VAMP1,6,0.5333333333333333
pnut,1,0.0
STX1B,7,0.47619047619047616
Stx17,1,0.0
TXLNB,4,0.5
SEC22A,2,1.0
VTI1A,6,0.5333333333333333
Apba1,1,0.0
Apba2,1,0.0
Stx5,1,0.0
STYXL1,7,0.2857142857142857
EHD4,2,1.0
USP17,7,0.047619047619047616
GLIS3,1,0.0
HDX,2,0.0
ZNF747,1,0.0
SULT1E1,11,0.0
SULT2B1,2,0.0
ALS2CR12,1,0.0
ACOT7,2,1.0
AGPAT5,2,1.0
ANKLE1,2,1.0
BLVRA,3,1.0
C11orf65,1,0.0
COL16A1,1,0.0
CYBB,2,1.0
DCPS,3,0.6666666666666666
ENO3,3,0.6666666666666666
EPHX1,2,1.0
FAM179B,1,0.0
FBLL1,2,1.0
GTF2IRD2,2,1.0
H3F3C,2,1.0
ICK,1,0.0
KCNC3,1,0.0
LRCH1,2,1.0
MYOF,2,1.0
NACA2,2,1.0
OXSR1,2,1.0
POLG2,1,0.0
PPIP5K2,2,1.0
PRSS50,1,0.0
RPLP0P6,2,1.0
SLX5,3,0.0
SMC1B,1,0.0
SOX3,1,0.0
SPATS2L,2,1.0
SYDE2,1,0.0
SYT7,2,0.0
Stat92E,1,0.0
TMEM25,1,0.0
TRIM4,2,1.0
TUBA3E,10,0.26666666666666666
TUBA4B,1,0.0
TUBB6,3,1.0
UROC1,1,0.0
AARSD1,2,1.0
ANKRD35,2,1.0
ARID5B,2,1.0
BRAT1,2,1.0
C10orf46,2,1.0
C11orf84,1,0.0
C12orf5,2,1.0
C14orf93,2,1.0
C15orf39,2,1.0
C16orf88,1,0.0
C17orf85,1,0.0
C18orf25,3,1.0
CDK20,2,1.0
CHD9,2,1.0
CRTC3,2,0.0
DCUN1D5,2,1.0
DUS3L,2,1.0
ERICH1,2,1.0
EXOSC9,3,1.0
FAM192A,2,1.0
FAM207A,2,1.0
FAM208A,2,1.0
FAM50A,2,1.0
FIGNL1,2,1.0
FOXC1,2,1.0
GBE1,2,1.0
GCFC2,1,0.0
GLT25D1,3,0.6666666666666666
GON4L,2,1.0
GTF2IRD2B,1,0.0
HEATR3,2,1.0
HIST1H2AJ,2,1.0
HMBOX1,1,0.0
HMGN5,2,1.0
HOMEZ,2,1.0
HOXC10,1,0.0
KCTD1,1,0.0
KIAA1826,1,0.0
KIAA1958,1,0.0
KIF18B,2,1.0
KIF4B,1,0.0
LOC441155,1,0.0
MGST3,3,0.3333333333333333
NAF1,3,0.6666666666666666
NGDN,2,1.0
NOMO2,3,0.6666666666666666
NSMCE2,3,0.3333333333333333
OGFOD1,2,1.0
PASD1,1,0.0
PMM2,2,1.0
PPIL4,3,1.0
PRPF18,2,1.0
PTBP3,2,1.0
PUS7,2,1.0
QRICH1,2,1.0
QSER1,2,1.0
RANBP6,2,1.0
RCOR2,1,0.0
RPRD1A,2,1.0
SBNO1,2,1.0
SEC24A,3,0.6666666666666666
SETX,3,1.0
SLC15A4,2,1.0
SLFN5,2,1.0
TEAD4,4,0.0
TIMM23,2,1.0
TNRC18,2,1.0
TRIML2,1,0.0
TRUB1,2,1.0
UBN2,2,1.0
UBP1,3,0.3333333333333333
UBXN7,39,0.14035087719298245
ULP1,1,0.0
USP28,8,0.35714285714285715
UTP11L,2,1.0
WBSCR22,2,1.0
ZBTB10,2,1.0
ZBTB4,4,0.5
ZBTB40,2,1.0
ZKSCAN1,2,1.0
ZNF280C,2,1.0
ATP5E,2,1.0
IMPDH1,2,1.0
NME9,1,0.0
PON1,1,0.0
UBE2V1,27,0.1111111111111111
SURF2,4,0.0
NPTN,2,0.0
SUSD2,2,0.0
Cbx5,1,0.0
epc2,1,0.0
Cggbp1,1,0.0
SUV420H1,2,1.0
SUV420H2,10,0.28888888888888886
MPHOSPH9,5,0.3
PCNXL3,2,0.0
SWE1,1,0.0
MS4A2,1,0.0
SYNC,1,0.0
SYT8,1,0.0
SUN1,3,0.6666666666666666
SV2C,1,0.0
SYT10,2,0.0
SYT13,3,0.0
SYT16,3,0.0
SYT14,1,0.0
SYT3,4,0.0
SYT6,2,0.0
Sap18,2,1.0
Sass6,13,0.01282051282051282
Scn2a1,1,0.0
SCN4B,1,0.0
Scnn1a,1,0.0
Scnn1g,1,0.0
Sf1,1,0.0
CCDC75,2,0.0
CRTAP,4,0.3333333333333333
TTC33,2,0.0
Sftpc,1,0.0
Sftpd,1,0.0
Sgce,2,1.0
Sgol1,5,0.3
Sgol2,14,0.15384615384615385
Shc1,2,0.0
Shcbp1,8,0.21428571428571427
GPC5,1,0.0
Shh,3,0.6666666666666666
Shoc2,11,0.0
Siah2,1,0.0
Sip1,3,0.3333333333333333
Slc9a1,1,0.0
Slc9a3r1,1,0.0
LEMD3,2,0.0
Smarcd1,1,0.0
Smc6,8,0.10714285714285714
TUFT1,3,0.3333333333333333
Smr,1,0.0
Snai1,1,0.0
Snw1,28,0.05026455026455026
Socs2,2,1.0
Socs3,2,1.0
Socs4,2,1.0
Socs5,2,1.0
Socs7,2,1.0
Spag5,10,0.0
Src,1,0.0
Stag2,14,0.24175824175824176
Stam2,1,0.0
Stat5b,1,0.0
Stk11,1,0.0
Stk38,4,0.0
MOB1B,2,0.0
MOB2,1,0.0
Su(fu),1,0.0
Su(var)205,2,1.0
Supt5h,11,0.0
Suz12,1,0.0
NXPH3,1,0.0
TAC1,8,0.0
TAC4,1,0.0
TACR3,1,0.0
TFF2,1,0.0
TAC3,7,0.0
TACR2,2,0.0
DOCK6,2,0.0
GCN5,1,0.0
HELT,1,0.0
PABPC1P1,1,0.0
Tada3,2,0.0
SPINT3,1,0.0
TAF8,14,0.6363636363636364
TAF13,19,0.3216374269005848
TAF7L,3,1.0
RPL6P1,2,0.0
TAF1L,3,1.0
TAG,1,0.0
TAH1,2,1.0
TAH18,1,0.0
TAOK2,5,0.5
TAP2,5,0.5
TAR,1,0.0
MFT1,1,0.0
RPB2,1,0.0
TEX1,1,0.0
THO2,1,0.0
THP2,1,0.0
TIF1,1,0.0
TAS1R1,1,0.0
TAS1R3,2,0.0
TAS1R2,1,0.0
TAS2R13,3,1.0
TAZ,1,0.0
TET2,2,0.0
ACAD11,1,0.0
TBRG1,2,1.0
TBRG4,3,0.3333333333333333
TBX20,1,0.0
TBX3,7,0.3
WDR47,1,0.0
FEM1A,2,1.0
FEM1C,2,1.0
TCEAL4,5,0.9
TIPIN,6,0.3333333333333333
SPSB3,2,1.0
SOHLH2,1,0.0
ASCL4,1,0.0
TCF23,1,0.0
TCF19,3,0.0
ATOH8,1,0.0
ATP2A3,3,0.6666666666666666
BHLHA15,1,0.0
CPD,2,1.0
FLG2,2,1.0
ID4,1,0.0
NHLH2,1,0.0
SETP18,1,0.0
TCF24,1,0.0
TFF3,1,0.0
ASCL3,1,0.0
TCFL5,1,0.0
TDGF1,6,0.0
TDH,1,0.0
GCAT,1,0.0
C4orf41,5,0.3
TTC15,2,0.0
ANGPT1,1,0.0
ANGPT4,2,1.0
TEP1,3,0.6666666666666666
KIAA2022,2,1.0
MACROD2,2,1.0
PRPS1L1,3,1.0
RSBN1L,3,1.0
TBX1,2,1.0
TDRD6,2,1.0
ATP2B1,2,1.0
ATP2B3,2,1.0
DHX33,3,0.6666666666666666
EEFSEC,2,1.0
GPATCH8,2,1.0
IVD,2,1.0
KIAA0430,2,1.0
MYOM2,1,0.0
NT5DC2,3,0.6666666666666666
PITRM1,2,1.0
TRIM47,4,0.3333333333333333
ZKSCAN4,1,0.0
ZNF703,1,0.0
SMG5,1,0.0
SMG6,2,1.0
TESK2,1,0.0
C10orf82,1,0.0
COL20A1,1,0.0
HYI,2,0.0
ZNF414,1,0.0
TEX28,1,0.0
TFB1M,3,0.6666666666666666
AKR1B1,2,0.0
At5g46630,1,0.0
FMOD,1,0.0
TGFB3,2,0.0
Arhgap31,1,0.0
Btbd2,1,0.0
Cdc42ep4,1,0.0
Cdk17,1,0.0
Cdk6,1,0.0
Chn2,1,0.0
Chuk,1,0.0
Dapk2,1,0.0
Dusp10,1,0.0
Dusp6,1,0.0
Efna1,1,0.0
Eif2ak1,1,0.0
Enc1,1,0.0
Fbxl12,1,0.0
Git2,1,0.0
Gna13,1,0.0
Gnb3,1,0.0
Katnb1,1,0.0
Myo3a,1,0.0
Nek8,1,0.0
Noxo1,1,0.0
Nup37,1,0.0
Ppp6c,1,0.0
Prpf4,1,0.0
Rgs19,1,0.0
Rhoh,1,0.0
Rnf130,1,0.0
Rrh,1,0.0
Samd8,1,0.0
Skap2,1,0.0
Sntg1,1,0.0
Ttc1,1,0.0
Ubd,1,0.0
Wdr13,1,0.0
dact2,1,0.0
TGFBR3,2,1.0
SDAD1,2,0.0
TGOLN2,5,0.4
COX6B1,2,1.0
THAP10,2,0.0
THAP8,3,0.0
THBS3,2,0.0
THEM4,1,0.0
THG1L,2,0.0
ELMOD1,1,0.0
THNSL2,1,0.0
RGN,1,0.0
alien,2,0.0
HMGN3,4,0.16666666666666666
THSD7B,1,0.0
TI(GAU)Q,1,0.0
LARS2,3,0.0
TID3,1,0.0
TIM23,1,0.0
Per2,1,0.0
TIMM8B,2,1.0
TIMM17A,5,0.5
TIMP1,6,0.26666666666666666
TJAP1,1,0.0
GJA8,1,0.0
ATG16L2,1,0.0
GPCPD1,1,0.0
KIF21B,2,1.0
LOC148413,1,0.0
TRIM46,5,0.0
TLR1,2,0.0
UNC93B1,29,0.06403940886699508
TLX1,3,0.0
TLX2,9,0.027777777777777776
ZNF502,1,0.0
TMBIM4,9,0.0
TMCO7,2,1.0
TMEM132A,2,1.0
ABCC1,3,0.6666666666666666
C19orf6,2,1.0
SGPL1,2,1.0
SLC39A14,2,1.0
YIPF5,3,0.6666666666666666
TMEM188,1,0.0
CTDNEP1,2,0.0
TMEM214,2,1.0
TMEM216,1,0.0
TMEM43,3,0.6666666666666666
TMLHE,3,0.0
TMOD4,1,0.0
TMPRSS3,3,0.3333333333333333
HSP90B3P,1,0.0
TNFAIP6,1,0.0
TNFAIP8,3,0.3333333333333333
TNFRSF10A,10,0.4666666666666667
TNFSF10,10,0.32142857142857145
TNFRSF10D,7,0.23809523809523808
Traf5,2,0.0
TNFRSF11B,2,0.0
TNFSF11,20,0.010526315789473684
TNFRSF12A,3,1.0
TNFSF13,9,0.09523809523809523
TNFSF13B,6,0.16666666666666666
Tnfsf13b,1,0.0
IMPA2,2,0.0
TNFRSF18,5,0.6666666666666666
TNFRSF19,4,0.0
Traf1,1,0.0
Traf2,1,0.0
Traf3,1,0.0
TNFRSF21,4,0.0
TNFRSF4,2,1.0
TNFRSF6B,4,0.0
TNFSF14,7,0.47619047619047616
Tnfsf14,1,0.0
TNFRSF9,6,0.8333333333333334
TNFRSF13C,1,0.0
TNFRSF17,5,0.5
TNFSF15,2,0.0
TNFSF8,1,0.0
TNFSF9,3,1.0
TNNC1,8,0.35714285714285715
TNNT2,5,0.5
TNNI3K,7,0.0
OSBP2,2,1.0
ZKSCAN5,3,0.0
LOC100125989,1,0.0
LOC100347570,1,0.0
TNNC2,1,0.0
TNR,3,0.0
AGO4,1,0.0
AGO1,1,0.0
Dnaja2,1,0.0
ANKRD13A,2,1.0
ZFYVE16,2,1.0
TOM70,2,1.0
TOMM20,13,0.07692307692307693
OTC,1,0.0
UCP1,1,0.0
TOMM22,4,0.6666666666666666
TON1A,1,0.0
CNIH4,2,1.0
AGBL2,3,0.0
CABLES1,1,0.0
HSC82,1,0.0
Hipk1,1,0.0
LOC613037,3,0.0
MTHFSD,3,0.0
RNF38,9,0.3055555555555556
TRMT11,4,0.16666666666666666
TTLL5,3,0.6666666666666666
WWOX,25,0.13333333333333333
ZNF420,1,0.0
TP53AIP1,1,0.0
TPRKB,3,0.3333333333333333
SCAF4,3,0.3333333333333333
TPD52,7,0.5
TPD52L2,6,0.6666666666666666
YAE1D1,16,0.008333333333333333
TPH1,1,0.0
TPPP,1,0.0
TPSAB1,2,0.0
TPSB2,2,0.0
C5orf55,2,0.0
FAM120B,2,1.0
IL15RA,1,0.0
Khdrbs1,1,0.0
ZFAND6,2,1.0
Aacs,1,0.0
Acat1,1,0.0
Sardh,1,0.0
TRAPPC2L,5,0.6
TRBV2,3,0.0
TREM1,4,0.0
TREML1,2,0.0
TRHR,2,0.0
HRSP12,2,1.0
TRIM10,2,0.0
TRIM16,2,0.0
TRIM17,10,0.3111111111111111
MAGEL2,2,1.0
EFCAB4B,1,0.0
TSGA10,1,0.0
TRIM3,5,0.0
UBTD1,2,1.0
TRIM56,3,0.6666666666666666
TRIM6,4,1.0
Ckm,1,0.0
PDK4,2,1.0
TRIML1,1,0.0
ARL11,2,1.0
C11orf54,2,1.0
CYB5R2,1,0.0
GLYCTK,1,0.0
HDHD3,2,1.0
KIAA1609,2,1.0
LOXL4,2,1.0
SEMA4G,1,0.0
AFAP1L1,1,0.0
ITPR2,2,0.0
TRPM1,2,0.0
TRPV1,6,0.0
TRS20,1,0.0
CORO2B,2,0.0
ERG6,1,0.0
KIAA0090,2,1.0
NKP1,1,0.0
CCDC42,2,0.0
HCRP1,1,0.0
MKRN3,17,0.022058823529411766
SEC23IP,2,1.0
TRIM35,8,0.0
TRIM74,2,0.0
TSHZ1,1,0.0
TSHZ2,1,0.0
TSKS,1,0.0
TSSK2,3,0.0
Tsn,1,0.0
TSPAN17,1,0.0
TSPAN6,4,0.3333333333333333
TSPYL5,2,1.0
TSSK6,8,0.21428571428571427
TST,2,1.0
TTBK1,4,0.0
TTC19,5,0.4
TTC35,3,0.3333333333333333
COX4NB,2,1.0
FAM158A,1,0.0
TTC4,2,1.0
LAPTM4A,2,1.0
SEL1L3,2,1.0
SPTSSA,1,0.0
RPRD1B,2,1.0
TUSC2,4,0.0
LRBA,2,0.0
TV(UAC)Q,1,0.0
TWSG1,2,0.0
TXNDC17,6,0.13333333333333333
TXNDC2,2,0.0
TXNDC9,9,0.19444444444444445
RHEBL1,1,0.0
GLRX2,1,0.0
TYR,2,1.0
TYRP1,1,0.0
Tacc3,2,1.0
Taf15,2,1.0
Tap2,4,0.3333333333333333
Tbk1,1,0.0
Tcea1,1,0.0
Tcf3,1,0.0
Thra,3,0.3333333333333333
Timeless,4,0.16666666666666666
Tipin,7,0.09523809523809523
PCMTD1,2,0.0
Tmem48,1,0.0
TMEM48,2,0.0
Tmem63b,1,0.0
TMEM63B,2,0.0
Tmsb4x,7,0.0
Tnfrsf14,2,1.0
Tnfrsf8,2,1.0
Top2b,4,0.16666666666666666
Top3a,8,0.25
C2orf56,2,0.0
