Protein,Degree,ClusteringCoefficient
CDKN2D,5,0.5
COBRA1,15,0.23809523809523808
DEF1,1,0.0
DHH1,1,0.0
DNAJA3,18,0.16993464052287582
ELK4,2,0.0
ETS1,25,0.29
FLI1,8,0.21428571428571427
GTF2H4,13,0.5512820512820513
H2AFY,21,0.3047619047619048
HERC2,22,0.15151515151515152
Ifi204,1,0.0
KIF1B,7,0.23809523809523808
LMO4,15,0.1619047619047619
MAP3K3,24,0.11594202898550725
MAP4K4,15,0.11428571428571428
MED13,26,0.5538461538461539
MED21,41,0.2780487804878049
MLP2,1,0.0
MRPL39,6,0.26666666666666666
NFYA,24,0.2427536231884058
NMI,20,0.11052631578947368
NUFIP1,9,0.25
NUP120,1,0.0
NUP133,13,0.44871794871794873
NUP170,1,0.0
NUP188,10,0.2
NUP2,1,0.0
PALB2,9,0.3055555555555556
PAX2,4,0.16666666666666666
PEG3,3,0.0
PGR,48,0.13031914893617022
POM34,1,0.0
POU2F1,48,0.13623188405797101
SMARCD2,14,0.38461538461538464
SPT4,1,0.0
SPT5,1,0.0
STAT5A,32,0.18346774193548387
TUBG1,32,0.07862903225806452
UBE2E2,38,0.059743954480796585
UBE2E3,46,0.03864734299516908
UBE2K,56,0.052597402597402594
USF2,18,0.19166666666666668
WNT2B,2,0.0
ZFP161,3,1.0
ZNF350,3,0.0
FANCE,14,0.38461538461538464
HMG20B,15,0.28205128205128205
MCPH1,18,0.32679738562091504
SHFM1,42,0.2462253193960511
XRCC3,6,0.5333333333333333
BRCA2(IV),1,0.0
ATP5O,2,1.0
CAND1,21,0.22807017543859648
E2F5,6,0.5333333333333333
EXOC8,15,0.23809523809523808
NDUFA10,3,0.3333333333333333
BRD1,10,0.1111111111111111
BRD2,11,0.3055555555555556
BRD3,3,0.0
BRD9,3,1.0
CCNT2,7,0.38095238095238093
CKM,7,0.2857142857142857
GLTSCR1,2,0.0
JMJD6,18,0.08496732026143791
LDHC,1,0.0
MED12,57,0.3151629072681704
MED14,45,0.33636363636363636
PGAM2,4,0.6666666666666666
RBM25,9,0.4166666666666667
RFC2,19,0.2982456140350877
RFC3,17,0.27205882352941174
RFC5,23,0.20948616600790515
SIPA1,2,0.0
SIRT5,79,0.023581681476418318
WHSC1L1,15,0.2857142857142857
ZNF592,4,0.5
HNRNPUL1,26,0.1076923076923077
BRD8,16,0.325
C20orf20,42,0.20256410256410257
THRB,43,0.11341463414634147
DHRS7B,2,1.0
FAS,37,0.22857142857142856
MMS19,12,0.16666666666666666
SSR3,5,0.4
TMX3,2,1.0
TTC28,3,0.3333333333333333
BRF1,13,0.2564102564102564
GTF3C5,14,0.2967032967032967
BRF2,28,0.07142857142857142
ATAD3A,14,0.12087912087912088
COPG,27,0.150997150997151
DPM1,6,0.2
GCN1L1,27,0.07122507122507123
GEMIN4,29,0.16502463054187191
HEATR2,16,0.1
MARS,12,0.18181818181818182
MYO1B,7,0.2857142857142857
PTPLAD1,9,0.1388888888888889
SLC3A2,11,0.14545454545454545
SMAP1,5,0.2
SMPD4,2,1.0
TMEM33,6,0.26666666666666666
TNPO3,5,0.3
XPO4,4,0.16666666666666666
XPO6,10,0.24444444444444444
XPO7,11,0.18181818181818182
PMS2,40,0.11923076923076924
BRIX1,14,0.16483516483516483
CD48,4,0.16666666666666666
UBA2,14,0.45054945054945056
BRMS1,10,0.3111111111111111
BRP44,2,1.0
BRPF1,7,0.3333333333333333
KAT6A,22,0.2943722943722944
MEAF6,16,0.2
PBXIP1,10,0.1111111111111111
BRSK1,2,1.0
BRSK2,4,0.5
BRWD1,8,0.4642857142857143
BSCL2,5,0.2
C5orf62,1,0.0
TMEM19,1,0.0
USE1,2,1.0
BSG,18,0.08496732026143791
ATXN10,5,0.4
MMP1,5,0.3
PDLIM7,21,0.08571428571428572
RANBP3,10,0.3333333333333333
RFXANK,15,0.14285714285714285
SLC16A4,1,0.0
ERC2,10,0.2222222222222222
RAB3A,13,0.01282051282051282
RIMS1,13,0.02564102564102564
UNC13A,4,0.16666666666666666
BST1,2,0.0
BST2,2,1.0
vpu,5,0.5
BTAF1,6,0.4
BTBD1,4,0.6666666666666666
TOP1,61,0.16065573770491803
BTBD10,5,0.4
DLG5,8,0.21428571428571427
BTBD2,22,0.06926406926406926
BTF3,5,0.3
BTG1,7,0.047619047619047616
CNOT7,12,0.15151515151515152
CNOT8,11,0.21818181818181817
Cnot7,2,0.0
BTG2,13,0.1282051282051282
CNOT1,10,0.2
CNOT6L,4,0.0
HOXC8,7,0.2857142857142857
BTG4,2,1.0
IBTK,4,0.5
RPS6KB2,9,0.16666666666666666
BTLA,1,0.0
BTN2,1,0.0
CDC25A,24,0.15217391304347827
CDC25B,23,0.1541501976284585
CDC34,21,0.19523809523809524
CLU,26,0.09782608695652174
COPS4,23,0.30039525691699603
DEPTOR,3,0.3333333333333333
EPOR,26,0.20923076923076922
FBXW11,46,0.09619450317124736
GHR,29,0.1354679802955665
HIVEP1,7,0.38095238095238093
HIVEP2,7,0.42857142857142855
IGHM,12,0.030303030303030304
IL10RA,5,0.3
KRT79,2,1.0
NFKBIB,13,0.28205128205128205
NRD1,14,0.1978021978021978
NUDC,12,0.12121212121212122
PCDH8,1,0.0
PER1,13,0.19230769230769232
PHLPP1,20,0.20526315789473684
SERPINB4,2,0.0
SNRNP70,23,0.16205533596837945
SUN2,10,0.2
TP63,37,0.052552552552552555
TRIM9,9,0.0
TUBGCP2,12,0.09090909090909091
USP47,6,0.2
BUB1,27,0.30333333333333334
CASC5,17,0.39705882352941174
MIS12,29,0.2535612535612536
NDC80,29,0.19658119658119658
NUF2,15,0.3047619047619048
RAE1,59,0.05026300409117475
SPC24,15,0.4
SPC25,10,0.7555555555555555
CENPE,13,0.18181818181818182
MXI1,6,0.3333333333333333
BYSL,7,0.38095238095238093
TRIM37,36,0.0962566844919786
TRO,3,1.0
TROAP,7,0.5
BZRAP1,3,0.0
TSPO,3,0.0
BZW1,11,0.14545454545454545
BZW2,5,0.3
CMYA5,4,0.0
EDEM1,3,0.0
PREX1,4,0.5
PSTPIP1,32,0.010080645161290322
Bach1,9,0.08333333333333333
FAM83D,7,0.14285714285714285
MAFF,13,0.07272727272727272
Banp,1,0.0
Bap1,4,0.5
Bcl10,2,1.0
Bcl2,1,0.0
Bcl7b,19,0.5087719298245614
BCL7A,6,0.6666666666666666
BCL7B,2,0.0
PHF10,17,0.3235294117647059
SS18,9,0.2777777777777778
Bcor,3,0.0
Bicd2,1,0.0
Bmi1,10,0.4222222222222222
Bmpr1a,1,0.0
Bsdc1,1,0.0
BSDC1,3,0.3333333333333333
Bub1,16,0.35
Bub1b,27,0.24216524216524216
Bud13,10,0.0
BUD13,1,0.0
CWC22,6,0.4666666666666667
DHX16,7,0.3333333333333333
GPKOW,3,0.0
KIN,4,0.5
PIP,9,0.08333333333333333
RBMX2,1,0.0
C10orf10,5,0.3
C10orf88,4,0.5
C11orf1,1,0.0
PSMA1,43,0.17926829268292682
C11orf58,19,0.08771929824561403
MBTPS1,8,0.17857142857142858
RNF19A,14,0.16483516483516483
SLC44A1,4,0.3333333333333333
SNCAIP,22,0.14210526315789473
TRA2A,11,0.12727272727272726
ZBTB48,11,0.0
ALDH9A1,6,0.3333333333333333
ANKFY1,7,0.2857142857142857
ARG1,5,0.4
ASNS,7,0.14285714285714285
CBR1,10,0.17777777777777778
DSC1,13,0.38461538461538464
ETFA,8,0.25
FKBP4,28,0.11375661375661375
HADHA,21,0.1523809523809524
HK1,6,0.2
LARS,7,0.2857142857142857
LONP1,10,0.2
MYH2,5,0.4
MYH4,4,0.0
PFKL,11,0.16363636363636364
VARS,16,0.15833333333333333
C12orf62,3,0.3333333333333333
COX1,5,0.3
COX17,13,0.0
C14orf169,4,0.5
C15orf29,3,0.3333333333333333
C15orf55,1,0.0
C15orf63,1,0.0
C16orf45,2,1.0
ENO2,19,0.10526315789473684
C16orf53,10,0.5777777777777777
CBFB,7,0.3333333333333333
RUNX1,59,0.15350877192982457
C19orf10,2,1.0
C19orf25,4,0.0
C1D,4,0.3333333333333333
TSNAX,9,0.16666666666666666
C1GALT1,2,1.0
C1GALT1C1,3,0.3333333333333333
LGALS3,7,0.14285714285714285
C1QA,6,0.13333333333333333
C1R,5,0.6666666666666666
C1S,4,0.3333333333333333
DCN,12,0.015151515151515152
PRRC2A,25,0.10666666666666667
SRSF9,12,0.22727272727272727
C1QTNF5,2,0.0
SERPING1,8,0.07142857142857142
C1orf124,5,0.6
C1orf174,4,0.0
C1orf216,5,0.1
C1orf65,9,0.0
C1orf190,10,0.0
C1orf94,4,0.16666666666666666
MAPK1IP1L,7,0.3
DIP2A,2,1.0
DMAP1,38,0.2844950213371266
EPC1,12,0.36363636363636365
EPC2,10,0.5555555555555556
H2AFV,6,0.5333333333333333
ING1,47,0.19241443108233117
MBTD1,4,0.6666666666666666
MORF4L1,54,0.1726998491704374
MORF4L2,49,0.1933395004625347
MRFAP1,9,0.3333333333333333
RSL1D1,15,0.08571428571428572
SRCAP,13,0.5512820512820513
VPS72,10,0.24444444444444444
YEATS4,21,0.24285714285714285
C20orf24,22,0.08658008658008658
ATAD3B,12,0.16666666666666666
FAR1,3,0.6666666666666666
IPO11,7,0.23809523809523808
SLC25A12,8,0.25
SSR4,9,0.19444444444444445
SURF4,6,0.26666666666666666
C20orf27,5,0.4
C20orf4,6,0.13333333333333333
EAPP,3,0.6666666666666666
C20orf94,14,0.12087912087912088
COPS7A,15,0.3619047619047619
ERCC4,14,0.2967032967032967
FBXW4,3,0.0
RNH1,8,0.10714285714285714
RPN1,15,0.1523809523809524
SLX4,26,0.13538461538461538
C21orf7,2,0.0
TAB3,10,0.6071428571428571
C2orf44,15,0.02857142857142857
C3,12,0.030303030303030304
C5,6,0.0
CFB,2,1.0
CFH,8,0.03571428571428571
CFHR5,1,0.0
CFP,3,0.3333333333333333
ITGAX,1,0.0
CST3,3,0.3333333333333333
C4B,1,0.0
C2,1,0.0
C4BPA,1,0.0
C4orf17,4,0.0
C6,1,0.0
C7,3,0.0
C8B,2,0.0
C5AR1,3,0.0
GNAI3,27,0.022792022792022793
C5orf13,3,0.0
C5orf22,3,0.3333333333333333
C5orf44,4,1.0
TRAPPC3,5,0.6
TRAPPC8,5,0.6
C5orf54,6,0.2
C6orf108,3,0.0
C6orf15,3,0.3333333333333333
SV2B,2,1.0
C6orf25,2,0.0
C6orf47,3,0.3333333333333333
FGFR3,31,0.015053763440860216
C7orf25,16,0.0
CRYM,2,0.0
DACT1,6,0.06666666666666667
RPL36AL,4,0.3333333333333333
C7orf26,6,0.4
AK5,8,0.0
C7orf43,3,0.0
TMEM50A,2,0.0
C7orf44,3,0.3333333333333333
C1orf31,2,1.0
C8A,2,0.0
C8G,1,0.0
CD59,7,0.0
C8orf33,33,0.04924242424242424
AAMP,5,0.3
ALAS1,9,0.25
CRELD2,3,0.3333333333333333
FST,8,0.03571428571428571
NOL7,3,0.6666666666666666
PI4KA,7,0.23809523809523808
TAOK1,7,0.19047619047619047
WIZ,17,0.18382352941176472
ZC3H15,4,0.5
ZFP28,4,0.0
ZNF205,11,0.01818181818181818
ZNF331,6,0.0
C9,2,0.0
C9orf25,5,0.0
C9orf3,1,0.0
C9orf46,2,0.0
C9orf82,3,0.0
C9orf86,5,0.0
C9orf89,1,0.0
CA11,1,0.0
CA2,9,0.16666666666666666
SLC4A1,8,0.0
SLC4A8,4,0.6666666666666666
CA8,3,0.3333333333333333
LRCH4,5,0.0
CA9,4,0.5
STRADA,3,1.0
MEF2BNB-MEF2B,3,0.0
SUV39H1,52,0.15987933634992457
UBN1,6,0.4666666666666667
CABLES2,4,0.3333333333333333
CABP1,7,0.0
CACNA1C,11,0.18181818181818182
Camk2g,3,0.0
CABP2,3,0.0
CABP4,1,0.0
CACNA1F,1,0.0
CABP5,2,0.0
CAC2,1,0.0
ARHGAP22,1,0.0
ASNA1,9,0.16666666666666666
BTG3,3,0.3333333333333333
C9orf169,1,0.0
CACNB4,4,0.0
CKAP5,18,0.11666666666666667
DNAJB5,6,0.13333333333333333
EIF3A,35,0.23529411764705882
GOLGA6L5,1,0.0
HECW1,8,0.2857142857142857
HHATL,1,0.0
HSPG2,13,0.0641025641025641
IP6K1,4,0.3333333333333333
KHDRBS3,17,0.13970588235294118
KIAA1191,3,0.0
LLGL1,12,0.3333333333333333
LTBP1,2,0.0
LTBP3,1,0.0
MANBAL,1,0.0
MATK,9,0.25
MIA3,3,0.3333333333333333
MOAP1,11,0.25
NDUFB8,5,0.4
NOXA1,1,0.0
OLIG1,2,0.0
PCSK5,3,0.6666666666666666
PCSK6,2,1.0
PMM1,3,0.6666666666666666
PPIG,4,0.0
PTGDS,2,0.0
PUF60,50,0.10549645390070922
RBM12B,3,0.6666666666666666
RIMBP2,3,0.6666666666666666
SCP2,4,0.5
SRRM4,1,0.0
SUMF2,4,0.3333333333333333
TAF15,22,0.2077922077922078
TSPAN7,2,0.0
UQCRC2,10,0.17777777777777778
VPS52,4,0.6666666666666666
WBP1,5,0.0
ZCCHC17,4,0.16666666666666666
ZNF233,1,0.0
RYR2,20,0.1111111111111111
CACNA1E,2,0.0
EFHC1,2,0.0
CACNA1S,2,0.0
CACNB1,2,1.0
CACNB3,1,0.0
CACNG2,6,0.3333333333333333
GRIA2,12,0.22727272727272727
GRIA4,6,0.26666666666666666
GRIN1,6,0.06666666666666667
CACYBP,11,0.21818181818181817
CADM1,3,0.3333333333333333
MPP3,10,0.0
CALB1,4,0.0
CACNA1D,1,0.0
IMPA1,4,0.0
CALCOCO1,14,0.06593406593406594
C20orf195,4,0.0
CCDC33,19,0.08771929824561403
CPNE7,5,0.4
DBNDD2,1,0.0
DKFZp761E198,4,0.3333333333333333
FAM107A,17,0.051470588235294115
FAM164C,4,0.3333333333333333
FASTK,4,0.0
FBXL18,4,0.5
FMR1,18,0.25
KIAA1267,19,0.15204678362573099
KIAA1407,1,0.0
LSM4,21,0.3391812865497076
MAP1LC3A,37,0.12612612612612611
MAVS,32,0.14112903225806453
MCM10,25,0.09333333333333334
POLI,10,0.35555555555555557
PTBP2,6,0.4666666666666667
RHPN1,4,0.0
TBKBP1,11,0.32727272727272727
TCEB3B,11,0.10909090909090909
TP53RK,4,0.5
ZNF101,2,0.0
ZNF408,13,0.05128205128205128
ZNF426,9,0.1388888888888889
ZNF451,12,0.24242424242424243
ZNF638,17,0.11764705882352941
THBS1,26,0.055384615384615386
TSHR,9,0.25
CALCRL,3,0.0
CRCP,3,0.3333333333333333
RAMP1,4,0.0
RAMP3,3,0.0
ACADM,5,0.4
ACE2,1,0.0
ARMC1,2,1.0
CASP8AP2,12,0.4
CCDC14,6,0.26666666666666666
CDC37L1,1,0.0
CDC5L,96,0.07214912280701755
CLINT1,17,0.19117647058823528
CLIP1,8,0.35714285714285715
CNN1,6,0.26666666666666666
Cdc5l,16,0.11666666666666667
DCUN1D1,13,0.28205128205128205
DDAH1,1,0.0
DDX21,29,0.16502463054187191
DMXL1,2,1.0
DNAJC13,7,0.2857142857142857
DOCK11,2,1.0
DOCK3,3,0.6666666666666666
FAM178A,2,1.0
FBXO9,2,1.0
FKBP3,11,0.4727272727272727
GNAS,23,0.08095238095238096
GRB7,32,0.0020161290322580645
GRK4,5,0.4
ITGA6,8,0.21428571428571427
KDM5C,18,0.2833333333333333
KIAA0020,6,0.26666666666666666
KRAS,21,0.09047619047619047
LACTB,2,1.0
LMO7,7,0.47619047619047616
LTF,10,0.08888888888888889
LUC7L,9,0.1388888888888889
LY96,3,0.0
MBIP,22,0.11052631578947368
METAP2,4,0.5
MIP,1,0.0
MYBPC1,2,0.0
NBR1,8,0.25
NEXN,5,0.1
NOS3,8,0.2857142857142857
NT5C2,9,0.19047619047619047
OPALIN,1,0.0
OPRM1,6,0.4666666666666667
OPTN,23,0.12648221343873517
PAM,6,0.26666666666666666
PDCD7,7,0.19047619047619047
PHACTR4,4,0.5
PPEF1,1,0.0
PPEF2,1,0.0
PPIL2,5,0.5
PRDX1,19,0.18382352941176472
PSMD12,29,0.32193732193732194
RALA,25,0.08666666666666667
RALB,6,0.3333333333333333
RPL13A,4,0.5
RPS14,17,0.125
RPS15A,11,0.23636363636363636
RPS4Y1,2,1.0
Rad23b,3,0.3333333333333333
SCAPER,3,0.6666666666666666
SCN5A,8,0.14285714285714285
SLTM,5,0.4
SNRPB2,8,0.39285714285714285
SNX6,18,0.20915032679738563
SRP14,7,0.3333333333333333
STAG1,15,0.49523809523809526
STIM2,5,0.6
STX8,10,0.4
SYT1,20,0.11052631578947368
TGM2,15,0.23076923076923078
THOP1,3,0.6666666666666666
TPT1,10,0.28888888888888886
TRDN,4,0.0
TRPV6,4,0.0
USP16,11,0.16363636363636364
ZBTB24,3,0.0
ADCY8,1,0.0
IQCB1,4,0.3333333333333333
KIAA1683,5,0.3
CALML3,4,0.0
F5,7,0.0
NKX2-1,10,0.26666666666666666
PRF1,1,0.0
SLC2A1,10,0.28888888888888886
CAMK1,7,0.3333333333333333
CAMKK2,24,0.10144927536231885
GCM1,14,0.2967032967032967
RPS18,8,0.35714285714285715
RRAD,5,0.0
CAMK4,4,0.3333333333333333
ESYT2,4,0.5
FLNC,23,0.04743083003952569
IQGAP2,9,0.25
PRKAA2,42,0.09291521486643438
CAMLG,5,0.3
TNFRSF13B,7,0.14285714285714285
CAMTA2,2,0.0
CAND2,4,0.5
CNOT3,6,0.4
LPA,4,0.0
ZNRF4,10,0.0
CAP1,10,0.2857142857142857
Bag6,1,0.0
CAP2,4,0.6666666666666666
Cap1,1,0.0
CAST,4,0.3333333333333333
FANCC,34,0.1051693404634581
GAS2,1,0.0
CAPN2,7,0.2857142857142857
PTPRN,3,0.0
CAPN3,3,0.0
NECAB2,21,0.005847953216374269
CARD6,5,0.2
CARD8,2,0.0
,3,0.3333333333333333
NOD1,11,0.3333333333333333
CARM1,42,0.2148664343786295
HHV8GK18_gp81,71,0.01448692152917505
MYOG,13,0.11538461538461539
NR1H4,20,0.24210526315789474
PABPN1,9,0.3333333333333333
CARNS1,1,0.0
TRIP12,13,0.19230769230769232
CARS,7,0.38095238095238093
C16orf70,2,1.0
EPB41,21,0.1
RPH3A,13,0.02564102564102564
SDC1,10,0.1111111111111111
SDC2,14,0.0989010989010989
TBR1,3,1.0
TSPYL2,9,0.3055555555555556
CASP1,17,0.17142857142857143
COP,4,1.0
IL18,4,0.16666666666666666
IL37,5,0.3333333333333333
NLRC4,14,0.15151515151515152
NOD2,13,0.34615384615384615
TIRAP,27,0.17666666666666667
AIM9,1,0.0
ASG1,1,0.0
ATG1,1,0.0
ATG4,1,0.0
ATG8,1,0.0
BFR1,1,0.0
CASP2,25,0.1976284584980237
CASP6,12,0.3333333333333333
CFLAR,29,0.23646723646723647
CUP9,1,0.0
CWP1,1,0.0
DEDD,16,0.24175824175824176
DEDD2,11,0.2777777777777778
FAR10,1,0.0
FAR11,1,0.0
FAR3,1,0.0
FAR7,1,0.0
FAR8,1,0.0
FUS3,1,0.0
GAL4,1,0.0
GLN3,1,0.0
GPA1,1,0.0
ITT1,1,0.0
KSS1,1,0.0
LDB18,1,0.0
MBR1,1,0.0
MDM30,1,0.0
MPH1,1,0.0
MSN2,1,0.0
NTH1,1,0.0
ORT1,1,0.0
PMT5,1,0.0
PPH21,1,0.0
PPH22,1,0.0
PPH3,1,0.0
PTC2,1,0.0
PTC3,1,0.0
RPL21B,1,0.0
SLT2,2,0.0
SSM4,2,0.0
SSN2,1,0.0
STE11,1,0.0
STE20,1,0.0
STE7,1,0.0
TPK1,1,0.0
TPK2,1,0.0
TPK3,1,0.0
VPS30,1,0.0
VPS64,1,0.0
WHI3,1,0.0
CASP12,4,0.0
CASP14,11,0.2909090909090909
CRADD,10,0.1111111111111111
NOL3,18,0.125
PIDD,30,0.04597701149425287
RAI1,19,0.05847953216374269
DBNL,16,0.13333333333333333
GMNN,13,0.2948717948717949
GORASP1,11,0.2222222222222222
HCLS1,15,0.047619047619047616
HEY2,11,0.18181818181818182
NDUFS1,7,0.2857142857142857
PARG,2,1.0
SRP72,8,0.2857142857142857
THAP11,8,0.4666666666666667
USO1,22,0.14210526315789473
CTNNBIP1,13,0.02564102564102564
EIF2S3,9,0.3055555555555556
MTHFD1L,7,0.19047619047619047
MYCBPAP,3,0.0
SLC25A22,6,0.26666666666666666
SMC2,22,0.22077922077922077
UFL1,3,0.3333333333333333
VDAC3,6,0.13333333333333333
CASP5,1,0.0
UBE4A,10,0.15555555555555556
HIP1,13,0.20512820512820512
IFT57,3,1.0
RALBP1,16,0.125
TSC22D3,18,0.2833333333333333
USP2,29,0.09852216748768473
BIRC8,12,0.015151515151515152
NAIP,5,0.0
CASQ2,1,0.0
CASR,7,0.5
CAT2,1,0.0
CPT2,4,0.0
CAV2,7,0.47619047619047616
EDNRB,6,0.4
FLOT2,5,0.1
GJA1,17,0.1523809523809524
GRK1,7,0.09523809523809523
NEU3,3,0.6666666666666666
NOS2,12,0.21212121212121213
PDGFRA,21,0.2046783625730994
PDGFRB,38,0.1634920634920635
PTGS2,12,0.3484848484848485
S1PR1,9,0.2222222222222222
DYSF,2,0.0
JPH2,2,0.0
CBFA2T2,15,0.2
FBXL19,5,0.1
PRDM14,3,0.6666666666666666
WDYHV1,17,0.007352941176470588
CBFA2T3,15,0.3523809523809524
LDB1,16,0.25
TAL1,47,0.1595959595959596
CD33,4,0.8333333333333334
CFTR,35,0.10795454545454546
CSF1R,12,0.3787878787878788
EPHB1,9,0.16666666666666666
FRS2,13,0.19230769230769232
IL7R,5,0.7
LCP2,19,0.2573099415204678
MET,20,0.22631578947368422
MST1R,8,0.5714285714285714
Ngfr,4,0.16666666666666666
Pdgfrb,2,0.0
Pik3r1,1,0.0
RET,23,0.1422924901185771
SH2B2,4,0.6666666666666666
SLA,8,0.35714285714285715
SLA2,5,0.4
SORBS1,13,0.08974358974358974
SPRY2,38,0.08819345661450925
SPRY4,3,0.0
TEK,8,0.14285714285714285
UBE2M,17,0.15441176470588236
VAV2,52,0.042986425339366516
ZAP70,36,0.173015873015873
SORBS3,17,0.014705882352941176
CBLC,15,0.18095238095238095
NACAD,8,0.03571428571428571
CBS,9,0.23809523809523808
HSP26,1,0.0
VTA1,19,0.1286549707602339
ADNP2,5,0.7
H2AFB1,2,1.0
HIST1H4F,9,0.4722222222222222
KLF11,8,0.42857142857142855
POGZ,10,0.3111111111111111
Suv39h1,1,0.0
UCHL1,18,0.19607843137254902
MGA,14,0.3626373626373626
SCML1,6,1.0
HIST1H1E,11,0.2909090909090909
L3MBTL2,17,0.22058823529411764
PCGF6,19,0.34558823529411764
Pax3,4,0.5
SP100,19,0.32748538011695905
ZNF280D,1,0.0
ZNF8,3,0.3333333333333333
DNMT3A,41,0.16707317073170733
KDM5B,60,0.08418079096045197
PCGF2,24,0.2943722943722944
HIST1H1B,15,0.2
HIST2H3A,16,0.15833333333333333
HIST3H2A,7,0.38095238095238093
HIST3H2BB,4,0.8333333333333334
MECP2,36,0.1873015873015873
NIPBL,14,0.21978021978021978
PARP2,10,0.4
PRR14,7,0.38095238095238093
CBX7,12,0.25757575757575757
SUV39H2,11,0.0
CBY1,1,0.0
CCAR1,9,0.3333333333333333
CCBL2,2,1.0
RABIF,11,0.16363636363636364
CCBP2,7,0.0
CCL13,1,0.0
CCL5,11,0.05454545454545454
CCL7,7,0.0
CCL8,2,0.0
Ccl2,1,0.0
Ccl3,1,0.0
CCDC158,5,0.0
CCDC106,11,0.03636363636363636
CCDC109B,2,1.0
CCDC112,3,0.0
TEX9,1,0.0
CCDC113,4,0.16666666666666666
CCDC120,7,0.047619047619047616
CCDC130,6,0.26666666666666666
CCDC23,1,0.0
VASH1,1,0.0
CCDC50,2,1.0
LAMC1,10,0.13333333333333333
CCDC6,7,0.38095238095238093
CCDC8,4,0.6666666666666666
AGGF1,5,0.1
ALS2CR11,5,0.0
BEX2,4,0.16666666666666666
C1orf111,1,0.0
C21orf91,3,0.0
C7orf50,6,0.26666666666666666
C8orf48,2,0.0
CCDC11,2,0.0
CCDC116,3,0.0
CCDC67,2,0.0
CHCHD3,9,0.05555555555555555
CWC25,1,0.0
DUSP13,1,0.0
FAM124B,5,0.0
FAM13C,1,0.0
FAM208B,7,0.2
FAM214B,1,0.0
FAM27E3,3,0.0
FAM50B,3,0.0
FASTKD5,5,0.2
IKZF5,9,0.19047619047619047
LZTS2,9,0.08333333333333333
NGFRAP1,4,0.3333333333333333
NIF3L1,36,0.04634581105169341
PLEKHF2,21,0.009523809523809525
RBM41,4,0.5
SCNM1,2,0.0
SETD5,3,0.0
SYT17,4,0.0
SYTL4,9,0.05555555555555555
TCEANC,10,0.022222222222222223
TCHP,5,0.0
THAP7,14,0.0989010989010989
TSPYL4,3,0.0
TTC14,1,0.0
ZFC3H1,4,0.16666666666666666
ZNF337,2,0.0
ZNF764,5,0.1
ZNF821,2,0.0
CCDC86,3,0.3333333333333333
CCDC87,5,0.6
CCDC155,1,0.0
CCDC92,2,0.0
CCDC99,4,0.3333333333333333
CCHCR1,3,0.3333333333333333
CCK,3,0.0
CCKBR,1,0.0
CCKAR,1,0.0
CCL11,4,0.0
CCL18,6,0.0
CCL2,14,0.2727272727272727
CDC45,13,0.47435897435897434
DARC,2,0.0
ORC2,34,0.32661290322580644
ORC4,16,0.5333333333333333
CCL21,4,0.0
CCL22,3,0.0
CCL23,1,0.0
CCR1,4,0.0
CCL3,5,0.0
CCL4,3,0.0
CCL3L1,3,0.0
CCR3,7,0.047619047619047616
IL8,9,0.19047619047619047
SDC4,6,0.26666666666666666
HIST1H2BA,7,0.3333333333333333
INCA1,2,1.0
KLHDC9,1,0.0
MCC,38,0.03840682788051209
MYBL2,29,0.15384615384615385
Mybl2,3,0.6666666666666666
PROCA1,1,0.0
RBM4,6,0.4
Skp2,3,0.0
VPS18,11,0.32727272727272727
CDK6,19,0.2631578947368421
CDKN1C,11,0.32727272727272727
CKS1B,20,0.28421052631578947
CKS1BP7,3,1.0
CKS2,17,0.22857142857142856
ITGB3BP,21,0.05263157894736842
Lmnb1,4,0.6666666666666666
UHRF2,40,0.16538461538461538
CCNF,5,0.7
FOXM1,11,0.21818181818181817
CCNB1IP1,3,0.0
CCNB2,7,0.2857142857142857
TGFBR2,23,0.17391304347826086
CCNB3,1,0.0
CUL7,13,0.24358974358974358
FBXO31,4,1.0
FBXO4,11,0.25
INSM1,5,0.2
CRABP2,3,0.3333333333333333
EIF3K,14,0.6043956043956044
MAF1,9,0.23809523809523808
CCNDBP1,7,0.23809523809523808
DAPK1,15,0.17142857142857143
SIRT6,13,0.1794871794871795
ZNF334,1,0.0
CETN1,2,0.0
Cdkn1b,4,0.6666666666666666
H1F0,12,0.22727272727272727
HERC5,11,0.2
MARCKS,10,0.24444444444444444
NPAT,13,0.32051282051282054
RRN3,14,0.3516483516483517
CCNE2,9,0.3611111111111111
CCP110,6,0.6
CCNG1,6,0.3333333333333333
CCNG2,3,0.6666666666666666
PPP2R5B,4,0.5
PPP2R5C,10,0.4666666666666667
MNAT1,20,0.1736842105263158
SSSCA1,21,0.05847953216374269
CCNK,21,0.08095238095238096
CEP76,13,0.19230769230769232
HMG20A,10,0.0
KCNRG,6,0.0
RBPMS,46,0.02748414376321353
RFX6,7,0.0
RHOXF2,37,0.031932773109243695
CCNL1,1,0.0
CDK11A,10,0.17777777777777778
CCNL2,4,0.0
CCNO,6,0.06666666666666667
Dot1l,2,1.0
MAX,43,0.05975609756097561
MDFIC,5,1.0
PURA,9,0.3055555555555556
TAF7,23,0.17786561264822134
UBE2A,17,0.25
tat,258,0.02322565077066932
CEP97,6,0.5333333333333333
Cep290,6,0.4666666666666667
NEURL4,7,0.2857142857142857
CCR10,5,0.0
CCL19,3,0.0
CCL25,1,0.0
